version,interval,year,fname,url
psmv3,60,tmy,nsrdb_psmv3_45_-119_60min_tmy.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=tmy&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,1998,nsrdb_psmv3_45_-119_30min_1998.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=1998&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
psmv3,60,1998,nsrdb_psmv3_45_-119_60min_1998.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=1998&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,1999,nsrdb_psmv3_45_-119_30min_1999.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=1999&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
psmv3,60,1999,nsrdb_psmv3_45_-119_60min_1999.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=1999&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,2000,nsrdb_psmv3_45_-119_30min_2000.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2000&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
psmv3,60,2000,nsrdb_psmv3_45_-119_60min_2000.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2000&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,2001,nsrdb_psmv3_45_-119_30min_2001.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2001&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
psmv3,60,2001,nsrdb_psmv3_45_-119_60min_2001.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2001&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,2002,nsrdb_psmv3_45_-119_30min_2002.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2002&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
psmv3,60,2002,nsrdb_psmv3_45_-119_60min_2002.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2002&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,2003,nsrdb_psmv3_45_-119_30min_2003.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2003&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
psmv3,60,2003,nsrdb_psmv3_45_-119_60min_2003.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2003&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,2004,nsrdb_psmv3_45_-119_30min_2004.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2004&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
psmv3,60,2004,nsrdb_psmv3_45_-119_60min_2004.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2004&wkt=POINT%28-119+45%29&interval=60&api_key=SAMAPIKEY&email=
psmv3,30,2005,nsrdb_psmv3_45_-119_30min_2005.csv,http://developer.nrel.gov/api/solar/nsrdb_psm3_download.csv?names=2005&wkt=POINT%28-119+45%29&interval=30&api_key=SAMAPIKEY&email=
