Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY2,12844,West Palm Beach,FL,USA,26.683333,-80.100000,-5,6
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1965,1,1,0,0,0,0,21.7,13.9,61,1025,7.2,80,0
1965,1,1,1,0,0,0,21.5,14.4,64,1025,7,80,0
1965,1,1,2,0,0,0,21.3,15.2,68,1025,6.9,80,0
1965,1,1,3,0,0,0,21.1,15.6,71,1025,6.7,80,0
1965,1,1,4,0,0,0,21.1,15.9,72,1025,6,90,0
1965,1,1,5,0,0,0,21.1,15.9,72,1025,5.3,90,0
1965,1,1,6,0,0,0,21.1,16.1,73,1025,4.6,100,0
1965,1,1,7,31,44,27,22.2,16.3,69,1025,5,90,0
1965,1,1,8,180,424,72,23.3,16.6,66,1026,5.3,90,0
1965,1,1,9,363,584,116,24.4,16.7,62,1026,5.7,80,0
1965,1,1,10,404,376,198,24,17.3,66,1026,6,70,0
1965,1,1,11,401,170,295,23.7,17.7,69,1025,6.4,60,0
1965,1,1,12,146,29,127,23.3,18.3,73,1024,6.7,50,0
1965,1,1,13,302,67,261,23.3,18,72,1024,6.9,60,0
1965,1,1,14,371,224,254,23.3,17.5,70,1024,7,70,0
1965,1,1,15,226,286,115,23.3,17.2,69,1024,7.2,80,0
1965,1,1,16,102,125,75,22.8,16.8,69,1024,7.2,80,0
1965,1,1,17,23,13,22,22.2,16.3,69,1024,7.2,80,0
1965,1,1,18,0,0,0,21.7,15.6,69,1024,7.2,80,0
1965,1,1,19,0,0,0,21.7,15.6,68,1024,7.2,90,0
1965,1,1,20,0,0,0,21.7,15.3,67,1024,7.2,90,0
1965,1,1,21,0,0,0,21.7,15,66,1024,7.2,100,0
1965,1,1,22,0,0,0,21.5,15.1,67,1024,7,90,0
1965,1,1,23,0,0,0,21.3,15,67,1024,6.9,90,0
1965,1,2,0,0,0,0,21.1,15,68,1024,6.7,80,0
1965,1,2,1,0,0,0,21.1,15.2,69,1023,6.2,90,0
1965,1,2,2,0,0,0,21.1,15.4,70,1023,5.7,100,0
1965,1,2,3,0,0,0,21.1,15.6,71,1022,5.2,110,0
1965,1,2,4,0,0,0,21.1,16.1,73,1022,5,110,0
1965,1,2,5,0,0,0,21.1,16.3,74,1022,4.8,110,0
1965,1,2,6,0,0,0,21.1,16.7,76,1022,4.6,110,0
1965,1,2,7,40,133,26,22,16.5,71,1023,5.1,110,0
1965,1,2,8,140,242,77,23,16.6,67,1023,5.7,110,0
1965,1,2,9,370,699,74,23.9,16.1,62,1024,6.2,110,0
1965,1,2,10,511,781,83,24.3,16.1,60,1023,6.2,110,0
1965,1,2,11,584,785,93,24.6,15.8,58,1022,6.2,110,0
1965,1,2,12,634,867,73,25,15.6,56,1021,6.2,110,0
1965,1,2,13,597,840,82,24.6,15.5,57,1021,5.7,130,0
1965,1,2,14,513,828,77,24.3,15.8,59,1020,5.1,140,0
1965,1,2,15,352,741,62,23.9,15.6,60,1020,4.6,160,0
1965,1,2,16,163,550,43,22.2,15.8,67,1020,3.1,170,0
1965,1,2,17,31,116,18,20.6,15.8,74,1020,1.5,170,0
1965,1,2,18,0,0,0,18.9,15.6,81,1019,0,0,0
1965,1,2,19,0,0,0,18,15.3,84,1020,0.9,190,0
1965,1,2,20,0,0,0,17,14.8,87,1020,1.7,190,0
1965,1,2,21,0,0,0,16.1,14.4,90,1020,2.6,200,0
1965,1,2,22,0,0,0,16.3,14.7,90,1019,2.6,210,0
1965,1,2,23,0,0,0,16.5,14.9,90,1019,2.6,220,0
1965,1,3,0,0,0,0,16.7,15,90,1019,2.6,230,0
1965,1,3,1,0,0,0,16.1,14.8,92,1018,2.4,230,0
1965,1,3,2,0,0,0,15.6,14.8,95,1018,2.3,240,0
1965,1,3,3,0,0,0,15,14.4,97,1018,2.1,240,0
1965,1,3,4,0,0,0,14.3,14,98,1018,2.1,260,0
1965,1,3,5,0,0,0,13.5,13.4,99,1018,2.1,270,0
1965,1,3,6,0,0,0,12.8,12.8,100,1018,2.1,290,0
