Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY2,23188,San Diego,CA,USA,32.733333,-117.166667,-8,9
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1988,1,1,0,0,0,0,8.9,-0.6,52,1022,0,0,0
1988,1,1,1,0,0,0,7.8,-0.6,56,1022,2.1,300,0
1988,1,1,2,0,0,0,7.8,-2.8,48,1021,1.5,310,0
1988,1,1,3,0,0,0,7.2,-2.8,49,1021,1.5,340,0
1988,1,1,4,0,0,0,5.6,-2.8,55,1021,1.5,330,0
1988,1,1,5,0,0,0,6.1,-3.9,49,1022,0,0,0
1988,1,1,6,5,12,3,5,-3.3,55,1022,2.6,340,0
1988,1,1,7,42,11,41,7.2,-5.6,40,1023,2.1,340,0
1988,1,1,8,178,104,149,9.4,-5,36,1023,1.5,360,0
1988,1,1,9,415,883,45,12.2,-4.4,31,1024,2.6,310,0
1988,1,1,10,499,808,84,15.6,-10,16,1024,4.1,300,0
1988,1,1,11,402,429,162,16.1,-8.3,18,1023,3.1,310,0
1988,1,1,12,525,693,143,17.2,-7.2,18,1021,3.6,300,0
1988,1,1,13,414,486,175,16.7,-7.8,18,1021,4.6,310,0
1988,1,1,14,346,746,59,16.7,-7.2,19,1021,5.7,300,0
1988,1,1,15,194,688,31,15.6,-3.9,26,1021,4.1,310,0
1988,1,1,16,44,230,21,13.9,3.3,49,1021,2.6,350,0
1988,1,1,17,0,0,0,13.3,1.7,45,1021,3.6,340,0
1988,1,1,18,0,0,0,12.8,0.6,44,1021,1.5,90,0
1988,1,1,19,0,0,0,11.1,1.7,53,1021,1.5,60,0
1988,1,1,20,0,0,0,9.4,2.2,61,1022,0,0,0
1988,1,1,21,0,0,0,9.4,1.7,59,1022,1.5,310,0
1988,1,1,22,0,0,0,8.9,0,54,1022,2.1,330,0
1988,1,1,23,0,0,0,8.3,-2.2,48,1022,1.5,340,0
1988,1,2,0,0,0,0,8.3,-2.2,48,1022,1.5,340,0
1988,1,2,1,0,0,0,7.8,-5,40,1022,1.5,290,0
1988,1,2,2,0,0,0,7.8,-6.7,36,1022,2.1,330,0
1988,1,2,3,0,0,0,8.3,-7.8,31,1021,2.1,360,0
1988,1,2,4,0,0,0,7.8,-7.2,34,1020,1.5,290,0
1988,1,2,5,0,0,0,6.7,-5.6,42,1021,0,0,0
1988,1,2,6,1,1,1,8.9,-7.8,30,1021,2.1,100,0
1988,1,2,7,47,42,42,8.3,-6.1,36,1022,1.5,340,0
1988,1,2,8,184,137,145,10.6,-5.6,32,1022,1.5,340,0
1988,1,2,9,253,128,199,12.8,-2.8,34,1023,1.5,10,0
