Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY3,727834,Coeur D`alene(awos),ID,USA,47.767000,-116.817000,-8,707
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Twet,RH,Pres,Wspd,Wdir,Albedo
1998,1,1,0,0,0,0,1.5,-0.9,83,932,1.8,140,0.56
1998,1,1,1,0,0,0,2.2,-1.3,77,932,0,0,0.56
1998,1,1,2,0,0,0,1.8,-1.7,76,932,1.8,150,0.56
1998,1,1,3,0,0,0,2.5,-2.1,70,932,1.8,150,0.56
1998,1,1,4,0,0,0,3.2,-2.5,65,932,3.2,140,0.56
1998,1,1,5,0,0,0,2.9,-1.8,70,932,1.6,150,0.56
1998,1,1,6,0,0,0,3.6,-2.2,64,932,3.3,150,0.56
1998,1,1,7,0,0,0,4.3,-1.6,64,932,3.7,150,0.56
1998,1,1,8,48,92,38,5,-1,64,932,5.7,160,0.56
1998,1,1,9,60,0,60,5.2,-0.8,65,932,5.1,170,0.56
1998,1,1,10,59,0,59,5.3,-0.7,65,932,4.5,180,0.56
1998,1,1,11,54,0,54,5.4,-0.7,64,932,3.8,190,0.56
1998,1,1,12,137,37,125,5.3,-0.9,64,932,3.2,200,0.56
1998,1,1,13,75,0,75,5,-1,64,932,2.6,210,0.56
1998,1,1,14,187,397,112,5.4,-0.3,66,932,3.3,210,0.56
1998,1,1,15,0,0,0,5.4,0.2,69,932,4,210,0.56
1998,1,1,16,0,0,0,5.3,0.3,70,932,4.6,210,0.56
1998,1,1,17,0,0,0,5.5,0.9,72,932,5.3,210,0.56
1998,1,1,18,0,0,0,5.7,1.5,74,932,6,210,0.56
1998,1,1,19,0,0,0,6,2,75,932,6.7,210,0.56
1998,1,1,20,0,0,0,5.7,1.5,74,932,6.5,210,0.56
1998,1,1,21,0,0,0,5.5,1.2,74,932,6.4,210,0.56
1998,1,1,22,0,0,0,5.2,1,74,932,6.2,220,0.56
1998,1,1,23,0,0,0,5.2,0.8,73,932,6,220,0.56
1998,1,2,0,0,0,0,4.9,0.1,71,932,5.9,220,0.56
1998,1,2,1,0,0,0,5,0,70,932,5.7,220,0.56
1998,1,2,2,0,0,0,3,1.9,92,932,5.6,210,0.56
1998,1,2,3,0,0,0,1.8,-0.4,85,932,5.4,190,0.56
1998,1,2,4,0,0,0,1,-4.6,63,932,6.3,190,0.56
1998,1,2,5,0,0,0,0.2,-2.6,79,932,6.4,190,0.56
1998,1,2,6,0,0,0,-0.6,-2.3,87,932,6.4,190,0.56
1998,1,2,7,0,0,0,-1.3,-3.5,83,932,6.5,190,0.56
1998,1,2,8,72,535,14,-1.6,-6.6,65,932,6.2,190,0.56
1998,1,2,9,184,732,25,-2.4,-2.9,96,932,5.8,180,0.56
1998,1,2,10,275,825,33,-2.6,-7.6,65,932,5.4,180,0.56
1998,1,2,11,321,862,37,-2.8,-3.4,95,932,5.1,180,0.56
1998,1,2,12,320,867,39,-3.5,-9.1,62,932,4.7,170,0.56
1998,1,2,13,269,830,40,-4.3,-9.9,61,932,3.6,180,0.56
1998,1,2,14,185,696,53,-4.3,-6.6,82,932,4.6,170,0.56
1998,1,2,15,0,0,0,-4.9,-11.6,56,932,5.7,150,0.56
1998,1,2,16,0,0,0,-5.7,-11.9,58,932,5.2,170,0.56
1998,1,2,17,0,0,0,-6.2,-11.8,61,932,4.7,190,0.56
1998,1,2,18,0,0,0,-6.7,-11.7,64,932,4.1,220,0.56
1998,1,2,19,0,0,0,-7.1,-11.6,67,932,3.6,240,0.56
1998,1,2,20,0,0,0,-7.1,-12.7,61,932,3.1,260,0.56
1998,1,2,21,0,0,0,-7.1,-7.1,100,932,2.1,290,0.56
1998,1,2,22,0,0,0,-7.7,-7.7,100,932,1,330,0.56
1998,1,2,23,0,0,0,-7.7,-7.8,99,932,0,0,0.56
1998,1,3,0,0,0,0,-7.7,-8.6,92,932,0,0,0.56
1998,1,3,1,0,0,0,-8.2,-8.8,95,932,2.1,180,0.56
1998,1,3,2,0,0,0,-8.2,-10.5,82,932,2.6,200,0.56
1998,1,3,3,0,0,0,-8.8,-8.8,100,932,3.1,210,0.56
1998,1,3,4,0,0,0,-8.8,-11.6,78,932,3.6,230,0.56
1998,1,3,5,0,0,0,-9.3,-11,86,932,4.1,230,0.56
1998,1,3,6,0,0,0,-9.4,-12.4,76,932,4.6,230,0.56
1998,1,3,7,0,0,0,-9,-13.3,68,932,5.1,230,0.56
1998,1,3,8,42,120,29,-8.6,-14.4,59,932,4.8,230,0.56
1998,1,3,9,41,0,41,-7.8,-15.1,52,932,4.4,230,0.56
1998,1,3,10,54,0,54,-7.1,-16,45,932,4.1,230,0.56
1998,1,3,11,83,0,83,-6.2,-15.1,45,932,1.6,210,0.56
1998,1,3,12,124,12,120,-5.5,-14.3,46,932,0,0,0.56
1998,1,3,13,209,354,110,-5.9,-14.3,47,932,0,0,0.56
1998,1,3,14,194,452,107,-6.5,-14.5,49,932,0,0,0.56
1998,1,3,15,0,0,0,-7.6,-14.8,52,932,0.5,210,0.56
1998,1,3,16,0,0,0,-8.8,-15.5,55,932,1,220,0.56
1998,1,3,17,0,0,0,-9.5,-16.1,55,932,1.5,220,0.56
1998,1,3,18,0,0,0,-10.2,-16.7,55,932,2,230,0.56
1998,1,3,19,0,0,0,-10,-15.6,60,932,1.1,220,0.56
1998,1,3,20,0,0,0,-9.7,-14.6,64,932,1.2,210,0.56
1998,1,3,21,0,0,0,-9.4,-13.3,70,932,1.3,190,0.56
