Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation
TMY2,03927,Fort Worth,TX,USA,32.833333,-97.050000,-6,164
Year,Month,Day,Hour,GHI,DNI,DHI,Tdry,Tdew,RH,Pres,Wspd,Wdir,Snow Depth
1972,1,1,0,0,0,0,9.6,7.2,85,998,5.2,10,0
1972,1,1,1,0,0,0,9.3,7.9,91,997,4.1,350,0
1972,1,1,2,0,0,0,8.9,8.3,96,997,3.1,320,0
1972,1,1,3,0,0,0,8.9,8.5,97,996,2.1,290,0
1972,1,1,4,0,0,0,8.9,8.8,99,996,1,270,0
1972,1,1,5,0,0,0,8.9,8.9,100,995,0,0,0
1972,1,1,6,0,0,0,9.1,9.1,100,995,0.9,210,0
1972,1,1,7,8,1,8,9.2,9.2,100,995,1.7,190,0
1972,1,1,8,47,1,47,9.4,9.4,100,995,2.6,160,0
1972,1,1,9,141,4,139,9.8,9.7,99,995,2.4,170,0
1972,1,1,10,176,7,173,10.2,9.8,97,994,2.3,170,0
1972,1,1,11,227,3,225,10.6,10,96,994,2.1,180,0
1972,1,1,12,273,2,271,10.8,10.2,96,993,2.3,190,0
1972,1,1,13,266,0,266,10.9,10.3,96,992,2.4,190,0
1972,1,1,14,212,1,211,11.1,10.6,96,991,2.6,200,0
1972,1,1,15,147,0,147,11.3,10.6,95,991,1.7,220,0
1972,1,1,16,67,27,63,11.5,10.6,94,991,0.9,230,0
1972,1,1,17,16,3,15,11.7,10.6,93,992,0,0,0
1972,1,1,18,0,0,0,11.1,10.2,94,992,0.7,260,0
1972,1,1,19,0,0,0,10.6,9.9,95,992,1.4,280,0
1972,1,1,20,0,0,0,10,9.4,96,993,2.1,290,0
1972,1,1,21,0,0,0,9.4,8.4,93,993,3.3,310,0
1972,1,1,22,0,0,0,8.9,7.2,89,994,4.5,340,0
1972,1,1,23,0,0,0,8.3,6.1,86,994,5.7,360,0
1972,1,2,0,0,0,0,7,5.3,89,995,5.2,340,0
1972,1,2,1,0,0,0,5.7,4.7,93,995,4.6,330,0
1972,1,2,2,0,0,0,4.4,3.9,96,996,4.1,310,0
1972,1,2,3,0,0,0,4,3.3,95,996,3.8,300,0
1972,1,2,4,0,0,0,3.7,2.8,94,995,3.4,300,0
1972,1,2,5,0,0,0,3.3,2.2,93,995,3.1,290,0
1972,1,2,6,0,0,0,3.7,2.7,93,996,3.1,300,0
1972,1,2,7,16,46,11,4,3,93,996,3.1,320,0
1972,1,2,8,118,464,42,4.4,3.3,93,996,3.1,330,0
1972,1,2,9,296,707,63,6.3,4.3,87,996,3.4,280,0
1972,1,2,10,451,813,79,8.1,4.9,80,995,3.8,220,0
1972,1,2,11,555,862,89,10,5.6,74,995,4.1,170,0
1972,1,2,12,591,876,92,11.1,6.3,72,993,4.6,180,0
1972,1,2,13,560,864,89,12.2,6.7,69,992,5.2,180,0
1972,1,2,14,459,818,79,13.3,7.2,67,990,5.7,190,0
1972,1,2,15,302,715,64,12.2,7.3,72,990,5.7,180,0
1972,1,2,16,120,377,56,11.1,7.4,78,989,5.7,170,0
1972,1,2,17,19,47,14,10,7.2,83,989,5.7,160,0
1972,1,2,18,0,0,0,9.1,6.7,85,988,5.2,160,0
1972,1,2,19,0,0,0,8.1,6.1,87,988,4.6,160,0
1972,1,2,20,0,0,0,7.2,5.6,89,988,4.1,160,0
1972,1,2,21,0,0,0,7.9,6.2,89,988,4.5,170,0
1972,1,2,22,0,0,0,8.7,7,89,987,4.8,180,0
1972,1,2,23,0,0,0,9.4,7.8,89,987,5.2,190,0
1972,1,3,0,0,0,0,9.6,8.1,90,987,5.2,190,0
1972,1,3,1,0,0,0,9.8,8.6,92,987,5.2,190,0
1972,1,3,2,0,0,0,10,8.9,93,987,5.2,190,0
1972,1,3,3,0,0,0,10,9.3,95,986,6.2,190,0
1972,1,3,4,0,0,0,10,9.7,98,986,7.2,190,0
1972,1,3,5,0,0,0,10,10,100,986,8.2,190,0
1972,1,3,6,0,0,0,10.9,10.8,99,986,7.9,190,0
1972,1,3,7,10,4,9,11.9,11.5,97,987,7.5,180,0
1972,1,3,8,57,3,56,12.8,12.2,96,987,7.2,180,0
1972,1,3,9,161,5,160,13.3,12.5,95,987,7,190,0
1972,1,3,10,198,3,197,13.9,13,94,987,6.9,200,0
1972,1,3,11,102,0,112,14.4,13.3,93,988,6.7,210,0
1972,1,3,12,223,4,221,14.6,13.8,95,987,5.3,240,0
1972,1,3,13,261,5,259,14.8,14.5,98,986,4,260,0
1972,1,3,14,115,0,115,15,15,100,986,2.6,290,0
1972,1,3,15,155,3,154,13.1,12.2,94,987,4.1,300,0
1972,1,3,16,80,1,79,11.3,9.6,89,988,5.7,320,0
1972,1,3,17,19,0,19,9.4,6.7,83,990,7.2,330,0
1972,1,3,18,0,0,0,7.7,5,83,991,7.9,330,0
1972,1,3,19,0,0,0,6.1,3.3,82,992,8.6,320,0
1972,1,3,20,0,0,0,4.4,1.7,82,994,9.3,320,0
1972,1,3,21,0,0,0,3.1,0.3,82,995,9.5,320,0
1972,1,3,22,0,0,0,1.9,-0.7,82,996,9.6,330,0
1972,1,3,23,0,0,0,0.6,-2.2,82,997,9.8,330,0
1972,1,4,0,0,0,0,0,-2.5,81,997,10,330,0
1972,1,4,1,0,0,0,-0.5,-3.3,79,998,10.1,330,0
1972,1,4,2,0,0,0,-1.1,-4.4,78,998,10.3,330,0
1972,1,4,3,0,0,0,-1.7,-4.5,79,998,10,330,0
1972,1,4,4,0,0,0,-2.2,-4.8,80,999,9.6,330,0
1972,1,4,5,0,0,0,-2.8,-5.6,81,999,9.3,330,0
1972,1,4,6,0,0,0,-3.2,-5.7,81,1000,8.9,340,0
1972,1,4,7,13,0,13,-3.5,-6,81,1002,8.6,350,0
1972,1,4,8,41,0,40,-3.9,-6.7,81,1003,8.2,360,0
1972,1,4,9,161,0,161,-3.7,-7.1,75,1003,8.4,350,0
