Manufacturer,Model,Technology,Message
Jinko Solar Co._ Ltd,JKM370M-72H-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370PP-72H,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM370PP-72H-V,Multi-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HB,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM375M-72HL-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-V-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS375M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HB,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HB-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72HL-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM380M-72H-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS380M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72H,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72HB,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72HB-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72HL-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM385M-72H-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS385M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS385M-72HL-V-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS385M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM390M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM390M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM390M-72HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS390M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS390M-72HL-V-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS390M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM395M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM395M-72HL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM395M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM395M-72HL-TV,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM395M-72HL-V,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS395M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS395M-72HL-V-MX3,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS395M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM400M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM400M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS400M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS400M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM405M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM405M-72HL-BDVP,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS405M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS405M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKM410M-72HBL,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS410M-72HL-TI,Mono-c-Si,"could not solve, check inputs"
Jinko Solar Co._ Ltd,JKMS410M-72HL-V-TI,Mono-c-Si,"could not solve, check inputs"
JSPV,JSMP325A,Multi-c-Si,"could not solve, check inputs"
Kenmec Mechanical Engineering,TKSE-14501,Multi-c-Si,"could not solve, check inputs"
Kenmec Mechanical Engineering,TKSD-17001,Multi-c-Si,"could not solve, check inputs"
Kenmec Mechanical Engineering,TKSC-19501,Multi-c-Si,"could not solve, check inputs"
LDK Solar,LDK-240D-20,Mono-c-Si,"could not solve, check inputs"
LDK Solar,LDK-245D-20,Mono-c-Si,"could not solve, check inputs"
LDK Solar,LDK-250D-20,Mono-c-Si,"could not solve, check inputs"
Lifeline Energy International,LF-240WP,Multi-c-Si,"could not solve, check inputs"
Miasole,FLEX-02 340W,CIGS,"could not solve, check inputs"
Miasole,FLEX-02 350W,CIGS,"could not solve, check inputs"
Miasole,FLEX-02 360W,CIGS,"could not solve, check inputs"
Nanjing Daqo New Energy,DQ190MFAb,Mono-c-Si,"could not solve, check inputs"
NexPower Technology,NT-160,Thin Film,"could not solve, check inputs"
PEIMAR,OS300M,Mono-c-Si,"could not solve, check inputs"
PEIMAR,SG300M,Mono-c-Si,"could not solve, check inputs"
Perfect Source Technology,PST 206 3GM54,Mono-c-Si,"could not solve, check inputs"
Rare Manufacturing,IW-40-B12345YZZ,Mono-c-Si,"could not solve, check inputs"
REC Solar,REC260TP,Multi-c-Si,"could not solve, check inputs"
REC Solar,REC260TP IQ,Multi-c-Si,"could not solve, check inputs"
REC Solar,REC260TP IQ BLK,Multi-c-Si,"could not solve, check inputs"
REC Solar,REC260TP Q2,Multi-c-Si,"could not solve, check inputs"
REC Solar,REC260TP Q3,Multi-c-Si,"could not solve, check inputs"
Risen Energy Co._ Ltd.,RSM120-6-300M,Mono-c-Si,"could not solve, check inputs"
Risen Energy Co._ Ltd.,RSM120-6-305M,Mono-c-Si,"could not solve, check inputs"
Risen Energy Co._ Ltd.,RSM120-6-310M,Mono-c-Si,"could not solve, check inputs"
Risen Energy Co._ Ltd.,RSM120-6-315M,Mono-c-Si,"could not solve, check inputs"
Risen Energy Co._ Ltd.,RSM120-6-320M,Mono-c-Si,"could not solve, check inputs"
Risen Energy Co._ Ltd.,RSM120-6-325M,Mono-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-240WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-240WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-245WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-245WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-250WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-250WW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-255BB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-255BW,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-255WB,Multi-c-Si,"could not solve, check inputs"
Seraphim Energy Group Inc.,SEG-6PB-255WW,Multi-c-Si,"could not solve, check inputs"
